ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S0103-37862018000100107-scl","Formação continuada de professores e bibliotecários para o letramento informacional: a contribuição da educação a distância","CARVALHO, Lívia Ferreira de, GASQUE, Kelley Cristine Gonçalves Dias","Transinformação; 30(1); 107-119","Transinformação","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862018000100107&lang=pt" 
"S0103-37862018000100121-scl","Actor-network Theory and cartography of controversies in Information Science","LOURENÇO, Ramon Fernandes, TOMAÉL, Maria Inês","Transinformação; 30(1); 121-140","Transinformação","Inglês","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862018000100121&lang=pt" 
"S0103-37862018000100081-scl","Teorias da linguística cognitiva para pensar a categorização no âmbito da Ciência da Informação","KREBS, Luciana Monteiro, LAIPELT, Rita do Carmo Ferreira","Transinformação; 30(1); 81-93","Transinformação","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862018000100081&lang=pt" 
"S0103-37862018000100027-scl","Las Tecnologías de la Información y la Comunicación en las radios universitarias españolas en el periodo 2012-2016","MARTÍN-PENA, Daniel, PAREJO-CUELLAR, Macarena, VIVAS-MORENO, Agustín","Transinformação; 30(1); 27-38","Transinformação","Espanhol","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862018000100027&lang=pt" 
"S0103-37862018000100001-scl","Prosumers e redes sociais como fontes de informação mercadológica: uma análise sob a perspectiva da inteligência competitiva em empresas brasileiras","MARQUES, Lidiany Kelly da Silva, VIDIGAL, Frederico","Transinformação; 30(1); 1-14","Transinformação","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862018000100001&lang=pt" 
"S0103-37862018000100015-scl","Registro/documento: fotografia na obra de arte contemporânea","RODRIGUES, Bruno Cesar, CRIPPA, Giulia","Transinformação; 30(1); 15-26","Transinformação","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862018000100015&lang=pt" 
"S0103-37862018000100095-scl","BPM and ECM: Similarities, differences, conceptual, and technological limits","MENDES, Marco Aurélio de Souza, BAX, Marcello Peixoto","Transinformação; 30(1); 95-105","Transinformação","Inglês","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862018000100095&lang=pt" 
"S0103-37862018000100039-scl","Autores prolíficos líderes en la investigación turística española","LÓPEZ-BONILLA, Jesús Manuel, GRANADOS-PEREA, Concepción, LÓPEZ-BONILLA, Luis Miguel","Transinformação; 30(1); 39-50","Transinformação","Espanhol","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862018000100039&lang=pt" 
"S0103-37862018000100065-scl","Efficiency assessment in university libraries","TAVARES, Rafael Santos, DRUMOND, Geisa Meirelles, ANGULO MEZA, Lidia, MÉXAS, Mirian Picinini","Transinformação; 30(1); 65-79","Transinformação","Inglês","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862018000100065&lang=pt" 
"S0103-37862018000100051-scl","Modelo de uso de información para la toma de decisiones estratégicas en organizaciones de información","RODRÍGUEZ-CRUZ, Yunier, PINTO, María","Transinformação; 30(1); 51-64","Transinformação","Espanhol","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862018000100051&lang=pt" 
"S0103-37862017000300221-scl","Análise do serviço de referência virtual em bibliotecas universitárias","DAMIAN, Ieda Pelógia Martins","Transinformação; 29(3); 221-232","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000300221&lang=pt" 
"S0103-37862017000300343-scl","Bibliometric analysis of multi-language veterinary journals","KRAUSKOPF, Erwin, GARCIA, Fernanda, FUNK, Robert","Transinformação; 29(3); 343-353","Transinformação","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000300343&lang=pt" 
"S0103-37862017000300311-scl","Indexing of clinical trials in LILACS: Assessment of 721 articles published in cardiology journals","CONCEIÇÃO, Maria Anália da, SILVA, Maria Regina Chiquetto da, TELLO, German Eduardo, TORLONI, Maria Regina","Transinformação; 29(3); 311-322","Transinformação","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000300311&lang=pt" 
"S0103-37862017000300333-scl","Enseñanza de la metodología de la investigación en ciencias sociales: el punto de vista del alumno de máster","MONTESI, Michela, CUEVAS-CERVERÓ, Aurora, FERNÁNDEZ-BAJÓN, María Teresa","Transinformação; 29(3); 333-342","Transinformação","Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000300333&lang=pt" 
"S0103-37862017000300279-scl","Ranganathan and the faceted classification theory","FERREIRA, Ana Carolina, MACULAN, Benildes Coura Moreira dos Santos, NAVES, Madalena Martins Lopes","Transinformação; 29(3); 279-295","Transinformação","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000300279&lang=pt" 
"S0103-37862017000300297-scl","Conceitos e tecnologias da Web semântica no contexto da colaboração acadêmico-científica: um estudo da plataforma Vivo","SEGUNDO, José Eduardo SANTARÉM, CONEGLIAN, Caio Saraiva, LUCAS, Elaine Rosangela de Oliveira","Transinformação; 29(3); 297-309","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000300297&lang=pt" 
"S0103-37862017000300267-scl","Informação e valor: inter-relações conceituais e a formação das tipologias valorativas da informação","SILVA, Jonathas Luiz Carvalho","Transinformação; 29(3); 267-278","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000300267&lang=pt" 
"S0103-37862017000300323-scl","A patente como fonte de informação (des)necessária para a Biotecnologia em Saúde","PIMENTA, Fabricia Pires","Transinformação; 29(3); 323-332","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000300323&lang=pt" 
"S0103-37862017000300353-scl","Learning based on library automation in mobile devices: The video production by students of Universidade Federal do Cariri Library Science Undergraduate Degree","VIEIRA, David Vernon","Transinformação; 29(3); 353-363","Transinformação","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000300353&lang=pt" 
"S0103-37862017000300233-scl","Método para el estudio de la producción informativa: medios digitales de Portugal","OCHANDO, Manuel BLÁZQUEZ","Transinformação; 29(3); 233-243","Transinformação","Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000300233&lang=pt" 
"S0103-37862017000300257-scl","La transparencia de las Universidades en Colombia en Internet","COUSIDO, Pilar, SAID-HUNG, Elias, MONTOYA, Carlos","Transinformação; 29(3); 257-265","Transinformação","Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000300257&lang=pt" 
"S0103-37862017000300245-scl","Automatic classification of journalistic documents on the Internet1","OLIVEIRA, Elias, BRANQUINHO FILHO, Delermando","Transinformação; 29(3); 245-255","Transinformação","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000300245&lang=pt" 
"S0103-37862017000200203-scl","On arches and stones, places and experiments: Public libraries and democratic society","OLIVEIRA, Lúcia Maciel Barbosa de","Transinformação; 29(2); 203-210","Transinformação","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000200203&lang=pt" 
"S0103-37862017000200211-scl","¿Es rentable el periodismo de calidad? Disposición al pago en Brasil y España","GÓMEZ, Eduardo Francisco RODRÍGUEZ, LOUZADA, Claudia FAVARETTO","Transinformação; 29(2); 211-220","Transinformação","Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000200211&lang=pt" 
"S0103-37862017000200125-scl","O método analítico-sintético de Julius Kaiser: um pioneirismo para o tratamento temático da informação","SALES, Rodrigo de, GUIMARÃES, José Augusto Chaves","Transinformação; 29(2); 125-139","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000200125&lang=pt" 
"S0103-37862017000200175-scl","Requerimientos informacionales para la toma de decisiones estratégicas en organizaciones de información","RODRÍGUEZ-CRUZ, Yunier, PINTO, María","Transinformação; 29(2); 175-189","Transinformação","Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000200175&lang=pt" 
"S0103-37862017000200191-scl","Research evaluation of author’s citation-based performance through the relative author superiority index","RONDA-PUPO, Guillermo Armando","Transinformação; 29(2); 191-201","Transinformação","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000200191&lang=pt" 
"S0103-37862017000200151-scl","Percepções sobre a mediação cultural em bibliotecas na literatura nacional e estrangeira","RASTELI, Alessandro, CALDAS, Rosângela Formentini","Transinformação; 29(2); 151-161","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000200151&lang=pt" 
"S0103-37862017000200141-scl","Bibliotecas verdes e sustentáveis no Brasil","CARDOSO, Nathalice Bezerra, MACHADO, Elisa Campos","Transinformação; 29(2); 141-149","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000200141&lang=pt" 
"S0103-37862017000200163-scl","Contribuições dos letramentos digital e informacional na sociedade contemporânea","AZEVEDO, Isabel Cristina Michelan de, GASQUE, Kelley Cristine Gonçalves Dias","Transinformação; 29(2); 163-173","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000200163&lang=pt" 
"S0103-37862017000100001-scl","Note from the Editor,","Bazi, Rogério Eduardo Rodrigues","Transinformação; 29(1); 1-1","Transinformação","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000100001&lang=pt" 
"S0103-37862017000100115-scl","Estudo da rede de colaboração científica em nanotecnologia na Empresa Brasileira de Pesquisa Agropecuária","CAMPOS, Marcelo Moreira, GUIMARÃES, Marcos Vinícius Amorim Ferreira, FERREIRA, Liliane Juvência Azevedo, ALVARES, Lillian Maria Araújo de Rezende","Transinformação; 29(1); 115-123","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000100115&lang=pt" 
"S0103-37862017000100091-scl","Agrupamentos epistemológicos de artigos publicados sobre big data analytics","FURLAN, Patricia Kuzmenko, LAURINDO, Fernando José Barbin","Transinformação; 29(1); 91-100","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000100091&lang=pt" 
"S0103-37862017000100027-scl","Users, information consumers, and information service agencies from the marketing perspective","AMARAL, Sueli Angélica do","Transinformação; 29(1); 27-38","Transinformação","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000100027&lang=pt" 
"S0103-37862017000100057-scl","Ontology lexicalization: Relationship between content and meaning in the context of Information Retrieval","SCHIESSL, Marcelo, BRÄSCHER, Marisa","Transinformação; 29(1); 57-72","Transinformação","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000100057&lang=pt" 
"S0103-37862017000100081-scl","Ecossistemas de informação: novo paradigm para a Arquitetura da Informação","LACERDA, Flavia, LIMA-MARQUES, Mamede","Transinformação; 29(1); 81-90","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000100081&lang=pt" 
"S0103-37862017000100073-scl","Dispositivos de informação: arquivos, memórias e informação","TAVARES, Derek Warwick da Silva, LOUREIRO, José Mauro Matheus","Transinformação; 29(1); 73-80","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000100073&lang=pt" 
"S0103-37862017000100015-scl","A relação das enciclopédias com os índices e a Web semântica: linhas de força para a organização e significação na pós-modernidade","MONTEIRO, Silvana Drumond","Transinformação; 29(1); 15-25","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000100015&lang=pt" 
"S0103-37862017000100005-scl","Wikipédia como fonte de informação monolíngue e multilíngue sobre o patrimônio histórico da Espanha","OLVERA-LOBO, María-Dolores, GUTIÉRREZ-ARTACHO, Juncal, VALDIVIESO, Macarena Amo","Transinformação; 29(1); 5-13","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000100005&lang=pt" 
"S0103-37862017000100039-scl","Percurso histórico-epistemológico dos estudos de citação no Brasil","SILVEIRA, Murilo Artur Araújo da, CAREGNATO, Sônia Elisa","Transinformação; 29(1); 39-55","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000100039&lang=pt" 
"S0103-37862017000100101-scl","Produção científica sobre Recursos Educacionais Abertos","HEREDIA, Jimena de Mello, RODRIGUES, Rosângela Schwarz, VIEIRA, Eleonora Milano Falcão","Transinformação; 29(1); 101-113","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000100101&lang=pt" 
"S0103-37862016000300323-scl","A informação como potencializadora da autonomia e da integração social","FARIAS, Maria Giovanna Guedes","Transinformação; 28(3); 323-336","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000300323&lang=pt" 
"S0103-37862016000300297-scl","A conservação dos documentos de arquivo: a atuação de autoadesivos nos documentos textuais em suporte papel","BRITO, Luciana Souza de, FANTINEL, Elisângela Gorete, RAMOS, Tauani Bisognin, GELESKY, Marcos Alexandre, VICENTI, Juliano Rosa de Menezes","Transinformação; 28(3); 297-308","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000300297&lang=pt" 
"S0103-37862016000300263-scl","The importance of a differentiated representation of information for Contemporary Art: Use of fruition as a classification attribute","CATOIRA, Thais, AZEVEDO NETTO, Carlos Xavier de","Transinformação; 28(3); 263-274","Transinformação","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000300263&lang=pt" 
"S0103-37862016000300253-scl","Information literacy for inquiry-based learning","GASQUE, Kelley Cristine Gonçalves Dias","Transinformação; 28(3); 253-262","Transinformação","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000300253&lang=pt" 
"S0103-37862016000300287-scl","Herramienta auditora sobre el acceso y preservación de la información audiovisual televisiva","CALDERA-SERRANO, Jorge, FREIRE-ANDINO, Roberto Ovidio","Transinformação; 28(3); 287-296","Transinformação","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000300287&lang=pt" 
"S0103-37862016000300359-scl","ERRATA","","Transinformação; 28(3); 359-360","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000300359&lang=pt" 
"S0103-37862016000300337-scl","Análisis bibliométrico de las tesis doctorales sobre Internet en las universidades españolas (1996-2011)","DÍAZ-CAMPO, Jesús","Transinformação; 28(3); 337-348","Transinformação","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000300337&lang=pt" 
"S0103-37862016000300309-scl","Social network analysis as a strategy for monitoring the dissemination of information between hospitals","CUNHA, Francisco José Aragão Pedroza, RIBEIRO, Núbia Moura, MONTEIRO, Roberto Luiz Souza, PEREIRA, Hernane Borges de Barros","Transinformação; 28(3); 309-322","Transinformação","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000300309&lang=pt" 
"S0103-37862016000300349-scl","Altmetria: a métrica social a serviço de uma ciência mais democrática","VANTI, Nadia, SANZ-CASADO, Elias","Transinformação; 28(3); 349-358","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000300349&lang=pt" 
"S0103-37862016000300275-scl","Os Sistemas de Recomendação, Arquitetura da Informação e a Encontrabilidade da Informação","ALVAREZ, Edgar Bisset, SIRIANI, Allan Lincoln Rodrigues, VIDOTTI, Silvana Aparecida Borsetti Gregorio, CARVALHO, Angela Maria Grossi de","Transinformação; 28(3); 275-286","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000300275&lang=pt" 
"S0103-37862016000200127-scl","Uso de ferramentas Web 2.0 pelos periódicos ibero-americanos indexados no Web of Science e Scopus","Neubert, Patrícia da Silva, Rodrigues, Rosângela Schwarz, Fachin, Gleisy Regina Bories","Transinformação; 28(2); 127-141","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000200127&lang=pt" 
"S0103-37862016000200159-scl","Las revistas científicas en América Latina hacia el camino del acceso abierto: un diagnóstico de políticas y estrategias editoriales","Sánchez-Tarragó, Nancy, Caballero-Rivero, Alejandro, Trzesniak, Piotr, Domínguez, Dania Deroy, Santos, Raimundo Nonato Macedo dos, Fernández-Molina, Juan-Carlos","Transinformação; 28(2); 159-172","Transinformação","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000200159&lang=pt" 
"S0103-37862016000200143-scl","Os Functional Requirements for Bibliographic Records no contexto da Web Semântica: as contribuições de Paul Otlet","Souza, Elisabete Gonçalves de, Bezerra, Darlene Alves","Transinformação; 28(2); 143-157","Transinformação","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000200143&lang=pt" 
"S0103-37862016000200181-scl","Estado da arte sobre pesquisa escolar no Brasil","Oliveira, Iandara Reis de, Campello, Bernadete Santos","Transinformação; 28(2); 181-194","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000200181&lang=pt" 
"S0103-37862016000200241-scl","Use of Linked Data principles for semantic management of scanned documents","Monteiro, Luciane Lena Pessanha, Jacyntho, Mark Douglas de Azevedo","Transinformação; 28(2); 241-251","Transinformação","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000200241&lang=pt" 
"S0103-37862016000200195-scl","A grande bibliologia: notas epistemológico-históricas sobre a ciência da organização dos saberes","Saldanha, Gustavo Silva","Transinformação; 28(2); 195-207","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000200195&lang=pt" 
"S0103-37862016000200233-scl","Contexto e processo do Mapeamento Sistemático da Literatura no trajeto da Pós-Graduação no Brasil","PROENÇA Júnior, Domício, Silva, Édison Renato","Transinformação; 28(2); 233-240","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000200233&lang=pt" 
"S0103-37862016000200209-scl","Evaluación de la investigación cubana en Comunicación Social: ¿reto o necesidad?","Piedra-Salomón, Yelina, Olivera-Pérez, Dasniel, Herrero-Solana, Víctor","Transinformação; 28(2); 209-221","Transinformação","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000200209&lang=pt" 
"S0103-37862016000200223-scl","Functional requirements for bibliographic description in digital environments","Castro, Fabiano Ferreira de","Transinformação; 28(2); 223-231","Transinformação","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000200223&lang=pt" 
"S0103-37862016000200173-scl","Use of social network to support visually impaired people: A Facebook case study","Caran, Gustavo Miranda, Santini, Rose Marie, Biolchini, Jorge Calmon de Almeida","Transinformação; 28(2); 173-180","Transinformação","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000200173&lang=pt" 
"S0103-37862016010300002-scl","O caminho das pedras no oceano de bibliografia","Proença Júnior, Domício, Silva, Édison Renato","Transinformação; 28(2); 2-2","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016010300002&lang=pt" 
"S0103-37862016010300001-scl","Estudio revela retos de la evaluación de la investigación cubana en Comunicación","PIEDRA-SALOMÓN, Yelina, Olivera-Pérez, Dasniel, Herrero-Solana, Víctor","Transinformação; 28(2); 1-1","Transinformação","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016010300001&lang=pt" 
"S0103-37862016000100097-scl","A estrutura científica da inteligência competitiva","MARCIAL, Elaine Coutinho, SUAIDEN, Emir José","Transinformação; 28(1); 97-106","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000100097&lang=pt" 
"S0103-37862016000100097-scl","A estrutura científica da inteligência competitiva","MARCIAL, Elaine Coutinho, SUAIDEN, Emir José","Transinformação; 28(1); 97-106","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000100097&lang=pt" 
"S0103-37862016000100005-scl","Methodological choices for research in Information Science: Contributions to domain analysis","FREITAS, Juliana Lazzarotto, BUFREM, Leilah Santiago, BREDA, Sônia Maria","Transinformação; 28(1); 5-14","Transinformação","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000100005&lang=pt" 
"S0103-37862016000100059-scl","Política de indexação em bibliotecas universitárias: estudo diagnóstico e analítico com pesquisa participante","FUJITA, Mariângela Spotti Lopes, SANTOS, Luciana Beatriz Piovezan dos","Transinformação; 28(1); 59-76","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000100059&lang=pt" 
"S0103-37862016000100001-scl","Nota dos Editores,","Bazi, Rogério Eduardo Rodrigues, Kobashi, Nair Yumiko","Transinformação; 28(1); 1-4","Transinformação","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000100001&lang=pt" 
"S0103-37862016000100107-scl","Re-interpretando os objetos de museu: da classificação ao devir","BRULON, Bruno","Transinformação; 28(1); 107-114","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000100107&lang=pt" 
"S0103-37862016000100033-scl","Open access in the world and Latin America: A review since the Budapest Open Access Initiative","COSTA, Michelli Pereira da, LEITE, Fernando César Lima","Transinformação; 28(1); 33-46","Transinformação","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000100033&lang=pt" 
"S0103-37862016000100077-scl","Exploração da Plataforma Lattes por assunto: proposta de metodologia","BRITO, Aline Grasiele Cardoso de, QUONIAM, Luc, MENA-CHALCO, Jesús Pascual","Transinformação; 28(1); 77-86","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000100077&lang=pt" 
"S0103-37862016000100015-scl","A ciência nas regiões brasileiras: evolução da produção e das redes de colaboração científica","SIDONE, Otávio José Guerci, HADDAD, Eduardo Amaral, MENA-CHALCO, Jesús Pascual","Transinformação; 28(1); 15-32","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000100015&lang=pt" 
"S0103-37862016000100115-scl","Análise e indexação da paisagem: o Arquivo Fotográfico Ilustrativo dos Trabalhos Geográficos de Campo do Instituto Brasileiro de Geografia e Estatística","CAPONE, Vera Lucia Punzi Barcelos, CORDEIRO, Rosa Inês de Novais","Transinformação; 28(1); 115-127","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000100115&lang=pt" 
"S0103-37862016000100087-scl","Comparação do processo de categorização de documentos utilizando palavras-chave e citações em um domínio de conhecimento restrito","MEIRELES, Magali Rezende Gouvêa, CENDÓN, Beatriz Valadares, ALMEIDA, Paulo Eduardo Maciel de","Transinformação; 28(1); 87-96","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000100087&lang=pt" 
"S0103-37862016000100047-scl","Transparência e acesso à informação: um estudo da demanda por informações contábeis nas universidades federais brasileiras","GAMA, Janyluce Rezende, RODRIGUES, Georgete Medleg","Transinformação; 28(1); 47-58","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000100047&lang=pt" 
"S0103-37862016010200004-scl","Estudo revela a estrutura científica da Inteligência Competitiva","MARCIAL, Elaine Coutinho, SUAIDEN, Emir José","Transinformação; 28(1); 4-5","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016010200004&lang=pt" 
"S0103-37862016010200002-scl","Estudo aponta influência da América Latina para consolidação do Movimento de Acesso Aberto","COSTA, Michelli Pereira da, LEITE, Fernando César Lima","Transinformação; 28(1); 2-3","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016010200002&lang=pt" 
"S0103-37862016010200001-scl","Produção cientifica no Brasil evidencia desconcentração regional, mas avança com o aumento da colaboração entre seus pesquisadores","SIDONE, Otávio José Guerci, HADDAD, Eduardo Amaral, MENA-CHALCO, Jesús Pascual","Transinformação; 28(1); 1-1","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016010200001&lang=pt" 
"S0103-37862015000300277-scl","Análise da integração da recuperação da informação, information search behaviour e interação humano-computador para avaliação de sistemas de recuperação da informação","GOMES, Gracielle Mendonça Rodrigues, CENDÓN, Beatriz Valadares","Transinformação; 27(3); 277-284","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000300277&lang=pt" 
"S0103-37862015000300189-scl","Influência da ambiguidade de nomes na centralidade de redes de coautoria","BARBASTEFANO, Rafael Garcia, SOUZA, Cristina, COSTA, Juliana Maria de Sousa, TEIXEIRA, Patrícia Mattos","Transinformação; 27(3); 189-198","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000300189&lang=pt" 
"S0103-37862015000300265-scl","Estimación del impacto económico de los museos a través de las nuevas tecnologías de la información: el caso del museo Ene.Térmica","COLL-SERRANO, Vicente, RAUSELL-KÓSTER, Pau, ABELEDO-SANCHIS, Raúl","Transinformação; 27(3); 265-275","Transinformação","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000300265&lang=pt" 
"S0103-37862015000300209-scl","Internacionalização da produção científica em Ciências Biológicas da UFRGS: 2000-2011","SANTIN, Dirce Maria, VANZ, Samile Andrea de Souza, STUMPF, Ida Regina Chittó","Transinformação; 27(3); 209-218","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000300209&lang=pt" 
"S0103-37862015000300245-scl","Papel da informação na área da qualidade: do fordismo ao capitalismo cognitivo","JORGE, Vanessa de Arruda, ALBAGLI, Sarita","Transinformação; 27(3); 245-253","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000300245&lang=pt" 
"S0103-37862015000300219-scl","Processo para evidenciação do estado da arte aplicado ao tema gestão de produção científica","ENSSLIN, Leonardo, WAICZYK, Cleomir, CHAVES, Leonardo Corrêa, ENSSLIN, Eduardo Rolim","Transinformação; 27(3); 219-228","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000300219&lang=pt" 
"S0103-37862015000300199-scl","Scientific events, power relationships and practices of researchers","SILVEIRA, Murilo Artur Araújo da, BUFREM, Leilah Santiago, CAREGNATO, Sônia Elisa","Transinformação; 27(3); 199-208","Transinformação","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000300199&lang=pt" 
"S0103-37862015000300255-scl","Mediação cultural no Arquivo Público do Estado do Espírito Santo","ALDABALDE, Taiguara Villela, RODRIGUES, Georgete Medleg","Transinformação; 27(3); 255-264","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000300255&lang=pt" 
